Edad,Ingreso_Mensual,Monto_Credito,Plazo_Meses,Atrasos_Previos,Cuota_Estimada,Ratio_Deuda_Ingreso,Perfil_Historico,Morosidad,Ingreso_Normalizado
56,8356.82,72523.17,48,2,1510.9,18.08,Riesgoso,0,0.5078156315594884
64,13285.92,54962.72,24,0,2290.11,17.24,Confiable,0,0.8730242348668227
49,8504.07,59490.91,48,3,1239.39,14.57,Riesgoso,1,0.5187257301245418
23,10275.69,5883.49,36,3,163.43,1.59,Riesgoso,0,0.6499892195630478
36,13773.28,48735.2,48,1,1015.32,7.37,Confiable,0,0.9091338826540176
25,10213.79,75857.03,48,2,1580.35,15.47,Riesgoso,0,0.6454029030864651
38,12716.75,7854.18,60,4,130.9,1.03,Riesgoso,0,0.8308530919108195
62,7122.56,20526.25,60,1,342.1,4.8,Confiable,0,0.4163664074175334
35,11041.69,35399.93,48,2,737.5,6.68,Riesgoso,0,0.7067439598063819
46,6137.62,77583.56,24,1,3232.65,52.67,Confiable,0,0.34338988802423115
45,5583.45,24808.09,12,2,2067.34,37.03,Riesgoso,0,0.30233013032103473
28,6057.32,16140.14,60,1,269.0,4.44,Confiable,0,0.33744027230420537
26,1651.65,25870.4,60,0,431.17,26.11,Confiable,0,0.011013827855315428
45,9158.08,26591.89,12,1,2215.99,24.2,Confiable,0,0.5671828680704203
64,1857.64,94242.25,36,2,2617.84,140.92,Riesgoso,1,0.026276111070360327
58,7953.48,87423.46,36,0,2428.43,30.53,Confiable,0,0.4779312230350153
38,2034.1,10734.39,36,4,298.18,14.66,Riesgoso,1,0.03935044718437955
26,5192.66,11042.1,24,4,460.09,8.86,Riesgoso,0,0.27337558079141
39,2195.4,51393.02,12,2,4282.75,195.08,Riesgoso,1,0.05130154326956205
36,13981.04,29446.83,60,2,490.78,3.51,Riesgoso,0,0.9245273093288938
60,3561.31,33809.05,60,1,563.48,15.82,Confiable,0,0.15250502531365143
30,5698.9,24127.62,60,1,402.13,7.06,Confiable,0,0.31088409215013774
30,4670.03,52894.29,12,1,4407.86,94.39,Confiable,0,0.23465269581311538
22,10628.06,61896.37,24,4,2579.02,24.27,Riesgoso,1,0.6760971409984833
38,14699.26,75934.43,24,1,3163.93,21.52,Confiable,0,0.9777419170802872
64,3806.59,92143.06,36,1,2559.53,67.24,Confiable,1,0.1706783969675483
58,3941.77,19716.77,24,4,821.53,20.84,Riesgoso,1,0.1806942008658432
42,4911.62,94720.17,48,4,1973.34,40.18,Riesgoso,1,0.25255266669482174
38,4961.13,55992.97,36,4,1555.36,31.35,Riesgoso,1,0.2562209789525861
62,10410.23,75437.63,48,2,1571.62,15.1,Riesgoso,0,0.659957604357223
37,13479.02,93609.05,12,3,7800.75,57.87,Riesgoso,1,0.8873314676879557
44,13896.31,65930.99,36,3,1831.42,13.18,Riesgoso,0,0.918249464497539
49,5523.36,45577.54,24,2,1899.06,34.38,Riesgoso,1,0.2978779209982907
53,4508.55,80265.18,12,2,6688.76,148.36,Riesgoso,1,0.22268826310489923
43,5466.38,61269.03,60,1,1021.15,18.68,Confiable,0,0.2936561388846286
28,13125.66,92004.87,60,2,1533.41,11.68,Riesgoso,1,0.8611501948258348
22,12148.32,42033.0,24,2,1751.38,14.42,Riesgoso,1,0.7887367772939547
43,10591.02,56078.9,24,1,2336.62,22.06,Confiable,0,0.6733527603475524
63,14379.22,71537.66,36,4,1987.16,13.82,Riesgoso,1,0.9540294013264012
46,6825.19,73463.41,48,0,1530.49,22.42,Confiable,0,0.3943335652423894
58,10890.17,88575.55,36,3,2460.43,22.59,Riesgoso,0,0.6955174869060294
25,2541.38,88026.24,36,0,2445.17,96.21,Confiable,0,0.07693601458730191
30,4239.86,67179.68,24,4,2799.15,66.02,Riesgoso,1,0.20278038953312186
49,6504.79,43883.8,12,1,3656.98,56.22,Confiable,0,0.3705943762424361
64,2875.45,34281.22,24,2,1428.38,49.68,Riesgoso,1,0.10168804601431315
53,6873.23,15246.36,12,3,1270.53,18.49,Riesgoso,1,0.39789296174537864
40,13629.39,13465.47,48,4,280.53,2.06,Riesgoso,0,0.8984727343855928
29,7962.81,22443.64,24,3,935.15,11.74,Riesgoso,0,0.47862250466226114
25,4402.04,93994.92,12,2,7832.91,177.94,Riesgoso,1,0.21479668688646902
52,4388.66,54295.86,48,2,1131.16,25.77,Riesgoso,1,0.21380533124096535
28,9248.11,5931.3,60,1,98.86,1.07,Confiable,0,0.5738534023577668
34,8997.43,98817.55,48,3,2058.7,22.88,Riesgoso,0,0.5552799320128595
29,8942.08,22030.91,60,4,367.18,4.11,Riesgoso,1,0.5511789204300024
60,11916.99,33326.52,36,4,925.74,7.77,Riesgoso,1,0.7715969939251682
30,12849.68,79871.32,12,4,6655.94,51.8,Riesgoso,1,0.8407021880211933
35,1883.9,41278.6,24,0,1719.94,91.3,Confiable,0,0.0282217761862741
57,12062.91,69891.5,24,2,2912.15,24.14,Riesgoso,0,0.7824085496644728
23,2269.24,94523.22,12,3,7876.94,347.12,Riesgoso,1,0.05677252240737899
24,9468.72,46752.99,60,2,779.22,8.23,Riesgoso,0,0.5901989157325473
22,14017.45,85657.75,60,0,1427.63,10.18,Confiable,0,0.9272250117992068
25,14931.49,21086.29,24,4,878.6,5.88,Riesgoso,1,0.9949483835642421
53,7859.97,44678.35,60,2,744.64,9.47,Riesgoso,1,0.4710028473690177
27,8512.2,97515.21,60,3,1625.25,19.09,Riesgoso,0,0.5193281009315631
43,12733.68,98136.26,60,4,1635.6,12.84,Riesgoso,1,0.8321074753994875
62,6090.28,86844.02,48,3,1809.25,29.71,Riesgoso,0,0.33988235616637286
37,11083.75,75024.14,24,3,3126.01,28.2,Riesgoso,0,0.7098602840552521
27,9837.04,32507.33,12,1,2708.94,27.54,Confiable,1,0.6174886101534676
39,11514.75,61757.89,12,3,5146.49,44.69,Riesgoso,1,0.741794086985901
60,13769.72,93876.14,36,3,2607.67,18.94,Riesgoso,0,0.9088701138873514
57,13032.34,67212.78,60,1,1120.21,8.6,Confiable,0,0.8542358967063728
22,4556.71,20293.83,48,0,422.79,9.28,Confiable,0,0.2262565506899109
64,7237.78,63849.54,12,1,5320.8,73.51,Confiable,0,0.4249033280060933
52,3951.23,79988.52,36,0,2221.9,56.23,Confiable,0,0.18139511449861337
44,4210.5,22608.9,60,4,376.82,8.95,Riesgoso,1,0.20060503813162803
62,3833.66,53458.18,24,4,2227.42,58.1,Riesgoso,1,0.17268407688711362
47,4958.25,50853.41,24,1,2118.89,42.73,Confiable,1,0.2560075929840472
64,10713.89,17096.64,48,2,356.18,3.32,Riesgoso,0,0.6824564874150438
43,5991.47,24399.63,48,3,508.33,8.48,Riesgoso,1,0.33256129104438353
28,14069.72,10503.14,60,1,175.05,1.24,Confiable,0,0.9310978189434875
42,9521.61,64780.95,12,3,5398.41,56.7,Riesgoso,1,0.5941176601339442
28,8180.43,21739.49,60,2,362.32,4.43,Riesgoso,0,0.49474648190998227
40,14696.47,10037.76,12,4,836.48,5.69,Riesgoso,1,0.977535199423265
32,14221.13,47963.21,36,4,1332.31,9.37,Riesgoso,1,0.9423161416853193
55,11205.25,18632.06,24,2,776.34,6.93,Riesgoso,0,0.7188625046029873
60,13048.61,40307.55,48,0,839.74,6.44,Confiable,0,0.8554413792439173
36,3532.02,78040.16,12,0,6503.35,184.13,Confiable,1,0.15033486037667068
49,10948.49,11995.33,24,0,499.81,4.57,Confiable,0,0.6998385527689422
24,3525.48,84586.31,48,3,1762.21,49.98,Riesgoso,1,0.14985029640644693
60,14494.71,78107.44,12,4,6508.95,44.91,Riesgoso,1,0.9625863268495117
46,11467.8,87477.97,36,2,2429.94,21.19,Riesgoso,0,0.7383154511446156
50,9163.17,71267.66,12,2,5938.97,64.81,Riesgoso,1,0.5675599981328727
59,5653.67,62342.01,36,4,1731.72,30.63,Riesgoso,1,0.3075328951511743
48,6386.0,63358.0,24,2,2639.92,41.34,Riesgoso,1,0.3617929459637081
37,7326.31,78696.53,48,0,1639.51,22.38,Confiable,0,0.43146272376815914
21,4472.34,14246.19,48,2,296.8,6.64,Riesgoso,0,0.2200053791046236
30,13466.93,34455.38,12,3,2871.28,21.32,Riesgoso,1,0.8864356911741934
24,5769.37,84666.27,24,3,3527.76,61.15,Riesgoso,1,0.3161053800678241
55,2006.13,47332.89,24,0,1972.2,98.31,Confiable,0,0.03727808414964581
45,7588.1,35860.4,12,0,2988.37,39.38,Confiable,0,0.45085936012364536
46,9110.94,12873.76,12,1,1072.81,11.77,Confiable,0,0.5636901546825995
47,12452.78,72194.34,36,4,2005.4,16.1,Riesgoso,1,0.8112949342319254
49,1556.97,86843.67,60,2,1447.39,92.96,Riesgoso,1,0.003998764139598881
31,14678.59,15783.17,60,1,263.05,1.79,Confiable,0,0.9762104282019194
61,10039.08,10599.64,60,0,176.66,1.76,Confiable,0,0.6324582285852732
37,2398.87,93285.95,24,2,3886.91,162.03,Riesgoso,1,0.0663771137621354
53,2923.54,45556.73,48,3,949.1,32.46,Riesgoso,1,0.10525114713481176
35,13353.24,8480.98,12,4,706.75,5.29,Riesgoso,1,0.8780121318814196
56,13620.21,77124.82,24,2,3213.53,23.59,Riesgoso,0,0.897792566610875
44,12835.13,21103.54,36,2,586.21,4.57,Riesgoso,0,0.8396241443259708
27,7862.83,66589.14,36,2,1849.7,23.52,Riesgoso,0,0.47121475149055286
34,8074.17,50213.84,24,3,2092.24,25.91,Riesgoso,1,0.48687342877909884
36,6632.12,71103.25,60,2,1185.05,17.87,Riesgoso,0,0.3800285551917621
29,10954.93,66730.05,36,3,1853.61,16.92,Riesgoso,1,0.7003157075041473
52,7514.11,36692.69,60,3,611.54,8.14,Riesgoso,0,0.4453772671333003
38,6072.54,21940.88,24,3,914.2,15.05,Riesgoso,0,0.33856795787405336
51,1650.92,40440.01,60,4,674.0,40.83,Riesgoso,1,0.01095974043967883
21,14815.58,84965.08,24,4,3540.21,23.9,Riesgoso,1,0.986360339254053
33,2403.21,9104.17,60,3,151.74,6.31,Riesgoso,1,0.0666986745619475
51,4484.96,80667.76,12,4,6722.31,149.89,Riesgoso,1,0.22094042456398505
25,2329.48,96026.91,12,3,8002.24,343.52,Riesgoso,1,0.061235845582651126
21,2335.67,78915.9,12,2,6576.32,281.56,Riesgoso,1,0.06169447723030941
54,4810.24,66118.86,12,3,5509.9,114.55,Riesgoso,1,0.24504118423285148
29,5672.22,29800.33,24,2,1241.68,21.89,Riesgoso,0,0.3089073082471454
59,10145.67,26230.4,48,3,546.47,5.39,Riesgoso,0,0.6403557321917184
56,7420.15,94128.97,36,2,2614.69,35.24,Riesgoso,0,0.4384155499097184
62,5716.43,51438.27,36,4,1428.84,25.0,Riesgoso,1,0.31218293104891803
64,2895.63,82551.94,36,1,2293.11,79.19,Confiable,0,0.10318322964108925
22,6056.89,69471.99,12,1,5789.33,95.58,Confiable,1,0.337408412593625
50,6247.36,59092.13,48,2,1231.09,19.71,Riesgoso,1,0.35152078253376573
22,3995.56,32747.2,36,3,909.64,22.77,Riesgoso,0,0.1846796283824084
40,9963.04,8089.98,12,2,674.16,6.77,Riesgoso,0,0.6268242462770447
23,5653.59,72335.79,24,1,3013.99,53.31,Confiable,0,0.30752696776315935
41,12021.76,17767.82,12,1,1480.65,12.32,Confiable,0,0.7793596494542728
36,9733.5,93581.21,36,3,2599.48,26.71,Riesgoso,1,0.6098170882150931
29,9175.12,36741.21,36,1,1020.59,11.12,Confiable,0,0.5684454017176089
39,11807.75,14463.7,60,3,241.06,2.04,Riesgoso,0,0.7635031455907272
36,5412.38,18485.69,60,4,308.09,5.69,Riesgoso,1,0.28965515197452407
61,5537.39,95496.97,36,0,2652.69,47.91,Confiable,0,0.298917436671416
28,2405.29,75120.15,12,4,6260.01,260.26,Riesgoso,1,0.06685278665033671
36,6649.84,65705.78,60,2,1095.1,16.47,Riesgoso,0,0.3813414716370779
26,4664.65,38488.88,12,0,3207.41,68.76,Confiable,0,0.23425407896910866
63,5822.54,15146.07,60,0,252.43,4.34,Confiable,0,0.3200448703272733
49,13233.02,47007.37,48,0,979.32,7.4,Confiable,0,0.8691047495419241
58,6491.15,87677.47,60,1,1461.29,22.51,Confiable,0,0.36958375658588377
28,14066.1,17511.23,12,2,1459.27,10.37,Riesgoso,0,0.9308296046358102
46,8838.01,39009.3,60,4,650.16,7.36,Riesgoso,1,0.5434681295460287
31,4342.32,88646.13,12,3,7387.18,170.12,Riesgoso,1,0.21037189173329418
45,11231.09,23078.99,36,1,641.08,5.71,Confiable,0,0.7207770509318224
55,4252.39,16727.08,24,0,696.96,16.39,Confiable,0,0.20370876668096652
26,10309.26,49063.17,12,3,4088.6,39.66,Riesgoso,0,0.6524764997588294
37,5518.94,43078.14,60,2,717.97,13.01,Riesgoso,0,0.29755043281046356
35,3751.46,74365.57,48,3,1549.28,41.3,Riesgoso,1,0.16659368570173236
53,9635.13,86944.68,24,1,3622.7,37.6,Confiable,0,0.602528623727186
48,5201.23,88910.07,48,0,1852.29,35.61,Confiable,0,0.27401055223251364
32,6259.84,67519.3,48,0,1406.65,22.47,Confiable,0,0.352445455064101
50,7921.64,81481.81,60,1,1358.03,17.14,Confiable,0,0.47557212260505743
28,14234.56,17022.16,48,2,354.63,2.49,Riesgoso,0,0.9433112019483324
63,4263.05,8679.79,12,2,723.32,16.97,Riesgoso,0,0.2044985911339612
25,6958.77,94392.59,60,0,1573.21,22.61,Confiable,0,0.40423082138038496
41,7450.3,22135.79,48,4,461.16,6.19,Riesgoso,1,0.4406494342678602
58,8234.79,88743.81,60,4,1479.06,17.96,Riesgoso,1,0.49877414206615417
53,6494.49,49220.45,12,2,4101.7,63.16,Riesgoso,0,0.36983122503550875
25,8813.83,66381.98,12,3,5531.83,62.76,Riesgoso,1,0.5416765765185042
43,3072.9,69477.16,48,3,1447.44,47.1,Riesgoso,1,0.11631758055876006
36,4758.48,89758.36,12,0,7479.86,157.19,Confiable,0,0.24120616418716614
30,1971.49,63298.66,24,4,2637.44,133.78,Riesgoso,1,0.03471152513916396
44,13761.16,50740.6,48,3,1057.1,7.68,Riesgoso,0,0.9082358833697497
60,11485.26,25899.08,36,4,719.42,6.26,Riesgoso,1,0.7396091035788828
40,8224.4,47626.13,48,0,992.21,12.06,Confiable,0,0.4980043225477099
33,12369.38,44885.41,12,0,3740.45,30.24,Confiable,0,0.8051156322263194
26,8467.85,37102.92,60,2,618.38,7.3,Riesgoso,0,0.5160421052007643
29,13540.24,12772.15,36,4,354.78,2.62,Riesgoso,0,0.8918674013664111
38,3914.32,23217.14,60,2,386.95,9.89,Riesgoso,0,0.17866036585320677
23,2470.66,7114.64,24,2,296.44,12.0,Riesgoso,0,0.07169620358206875
58,9959.79,19003.59,24,2,791.82,7.95,Riesgoso,0,0.6265834461389366
33,11317.38,13364.05,12,3,1113.67,9.84,Riesgoso,0,0.727170479829469
39,13658.21,82768.42,24,3,3448.68,25.25,Riesgoso,1,0.9006080759179856
64,9910.33,54788.59,60,3,913.14,9.21,Riesgoso,1,0.6229188384986816
58,3436.82,79502.35,36,3,2208.4,64.26,Riesgoso,1,0.14328126863885685
22,12437.13,12061.95,24,1,502.58,4.04,Confiable,0,0.8101353889514968
27,7368.38,81959.61,48,2,1707.49,23.17,Riesgoso,0,0.4345797889405313
61,2365.67,44890.16,60,4,748.17,31.63,Riesgoso,1,0.06391724773592301
55,12264.74,17033.5,60,2,283.89,2.31,Riesgoso,0,0.7973626087027392
51,7281.98,30826.63,12,4,2568.89,35.28,Riesgoso,1,0.42817820988436406
55,4426.74,78493.54,36,0,2180.38,49.25,Confiable,0,0.2166267679360909
62,8842.86,60612.93,36,4,1683.69,19.04,Riesgoso,1,0.5438274774444364
51,10033.06,39136.45,60,3,652.27,6.5,Riesgoso,1,0.6320121926371467
56,4962.49,30903.76,48,4,643.83,12.97,Riesgoso,0,0.25632174454884055
59,6068.48,73349.86,12,2,6112.49,100.73,Riesgoso,1,0.33826714293229365
45,2012.17,72876.85,60,0,1214.61,60.36,Confiable,0,0.03772560194477601
29,4075.25,51119.87,60,1,852.0,20.91,Confiable,0,0.19058404776882001
50,11232.2,53569.51,48,3,1116.03,9.94,Riesgoso,0,0.7208592934405302
22,14596.87,97141.73,48,1,2023.79,13.86,Confiable,0,0.970155601344628
34,6276.49,54123.77,36,1,1503.44,23.95,Confiable,0,0.35367909269471653
23,11856.22,88097.56,36,3,2447.15,20.64,Riesgoso,1,0.7670944018042969
24,4257.75,86386.58,36,4,2399.63,56.36,Riesgoso,1,0.20410590167796946
63,9963.17,34852.87,24,1,1452.2,14.58,Confiable,0,0.626833878282569
36,10982.19,65706.1,12,1,5475.51,49.86,Confiable,0,0.7023354649702482
49,12778.84,40557.2,24,4,1689.88,13.22,Riesgoso,0,0.8354534859339378
33,13311.49,80570.56,60,1,1342.84,10.09,Confiable,0,0.8749187762611074
57,1699.25,41474.98,36,1,1152.08,67.8,Confiable,0,0.014540623724222344
23,5045.11,38390.37,60,1,639.84,12.68,Confiable,0,0.2624432545213004
30,12908.51,69129.22,60,4,1152.15,8.93,Riesgoso,1,0.8450610409827016
64,6664.93,90900.4,24,1,3787.52,56.83,Confiable,0,0.38245952520140153
39,3995.77,63278.53,48,1,1318.3,32.99,Confiable,0,0.1846951877759477
41,7667.8,65055.83,24,3,2710.66,35.35,Riesgoso,1,0.4567645204335588
22,13490.49,68181.12,36,1,1893.92,14.04,Confiable,0,0.8881813069446018
62,4671.01,34408.24,60,4,573.47,12.28,Riesgoso,0,0.2347253063162988
28,10503.57,52558.6,12,0,4379.88,41.7,Confiable,0,0.6668733843236887
59,10693.35,54411.33,60,0,906.86,8.48,Confiable,0,0.6809346305422004
48,3086.82,79314.76,36,0,2203.19,71.37,Confiable,0,0.11734894607336477
29,8692.46,55317.31,48,3,1152.44,13.26,Riesgoso,1,0.5326839879762933
55,4360.19,23748.88,12,2,1979.07,45.39,Riesgoso,0,0.21169592203113802
36,12951.35,34500.8,12,2,2875.07,22.2,Riesgoso,0,0.8482351572647179
36,8709.77,54043.9,48,1,1125.91,12.93,Confiable,0,0.5339665265580325
62,7358.38,45298.46,36,4,1258.29,17.1,Riesgoso,1,0.43383886543866007
47,11162.61,94288.91,60,0,1571.48,14.08,Confiable,0,0.7157032067910085
54,2550.08,85203.12,48,3,1775.06,69.61,Riesgoso,1,0.07758061803392985
34,5170.94,72998.09,48,2,1520.79,29.41,Riesgoso,1,0.27176629494534577
47,1628.29,19284.41,60,4,321.41,19.74,Riesgoso,1,0.009283030554944291
40,13839.04,68689.2,48,0,1431.02,10.34,Confiable,0,0.9140061956023227
38,12570.59,11615.04,24,4,483.96,3.85,Riesgoso,1,0.82002375400747
61,14810.77,26875.87,60,0,447.93,3.02,Confiable,0,0.986003955049653
32,5190.01,35407.1,36,4,983.53,18.95,Riesgoso,0,0.27317923606341415
43,6556.31,76180.16,60,3,1269.67,19.37,Riesgoso,0,0.3744116141240766
42,14773.12,56837.73,48,3,1184.12,8.02,Riesgoso,1,0.9832143780651079
53,5526.53,85832.84,12,1,7152.74,129.43,Confiable,1,0.29811279374838384
25,9107.66,82063.08,36,0,2279.53,25.03,Confiable,0,0.5634471317739858
59,7617.04,96215.17,36,0,2672.64,35.09,Confiable,0,0.45300359273806057
56,9723.5,13271.26,60,4,221.19,2.27,Riesgoso,0,0.6090761647132219
55,4775.08,74512.42,36,3,2069.79,43.35,Riesgoso,1,0.24243609720027234
33,11087.21,36717.39,12,1,3059.78,27.6,Confiable,0,0.7101166435868995
40,9729.06,83333.8,24,2,3472.24,35.69,Riesgoso,1,0.6094881181802622
64,11110.49,67137.25,60,0,1118.95,10.07,Confiable,0,0.7118415134992557
39,3096.99,74609.63,36,4,2072.49,66.92,Riesgoso,1,0.11810246527476775
57,2686.16,30061.33,48,2,626.28,23.32,Riesgoso,0,0.08766310504739316
48,7878.52,67850.15,48,4,1413.54,17.94,Riesgoso,1,0.4723772604649888
21,10242.97,58172.53,48,1,1211.93,11.83,Confiable,0,0.6475649178649251
25,9403.96,6615.44,24,4,275.64,2.93,Riesgoso,1,0.5854006951344294
57,1648.77,71709.33,24,4,2987.89,181.22,Riesgoso,1,0.010800441886776514
33,14711.75,94463.87,24,0,3935.99,26.75,Confiable,0,0.9786673305341244
22,11734.86,68410.89,12,1,5700.91,48.58,Confiable,0,0.758102554185588
63,13228.45,86311.12,12,4,7192.59,54.37,Riesgoso,1,0.868766147501569
27,6428.01,69761.06,36,2,1937.81,30.15,Riesgoso,1,0.36490556559506904
48,2893.23,90643.88,12,0,7553.66,261.08,Confiable,1,0.10300540800064016
45,9578.06,60316.12,24,3,2513.17,26.24,Riesgoso,0,0.598300173302007
34,3685.47,94521.64,12,1,7876.8,213.73,Confiable,1,0.16170433151288427
30,9888.18,68373.4,48,1,1424.45,14.41,Confiable,0,0.6212776929420368
24,13242.35,73110.39,60,2,1218.51,9.2,Riesgoso,0,0.8697960311691699
57,2726.79,97420.83,24,4,4059.2,148.86,Riesgoso,1,0.09067347723549586
60,8523.32,40867.65,24,1,1702.82,19.98,Confiable,0,0.5201520078656439
43,3062.5,83434.14,48,0,1738.21,56.76,Confiable,0,0.115547020116814
36,3464.69,82193.55,12,2,6849.46,197.69,Riesgoso,1,0.1453462224385719
63,11565.97,54683.21,36,4,1518.98,13.13,Riesgoso,1,0.7455890971624852
21,11129.35,9010.18,12,4,750.85,6.75,Riesgoso,1,0.7132388952237848
35,10895.08,36701.87,60,3,611.7,5.61,Riesgoso,1,0.6958812803454482
49,10719.61,69115.36,24,2,2879.81,26.86,Riesgoso,1,0.6828802956581143
63,12593.37,45904.07,48,0,956.33,7.59,Confiable,0,0.8217115777447327
51,5702.97,58147.58,48,4,1211.41,21.24,Riesgoso,1,0.3111856480153994
64,9616.71,32319.38,12,3,2693.28,28.01,Riesgoso,1,0.6011638426367392
63,5975.1,32745.62,12,0,2728.8,45.67,Confiable,0,0.3313483992718204
31,8358.7,11123.83,36,1,309.0,3.7,Confiable,0,0.5079549251778402
52,3336.01,81461.91,48,4,1697.12,50.87,Riesgoso,1,0.13581201881649327
57,8952.28,60082.4,36,1,1668.96,18.64,Confiable,0,0.551934662401911
44,13256.19,22477.38,60,4,374.62,2.83,Riesgoso,1,0.8708214692957597
21,9013.43,39396.14,60,2,656.6,7.28,Riesgoso,0,0.5564654096158534
46,2729.28,27668.09,24,4,1152.84,42.24,Riesgoso,0,0.09085796718746181
24,8033.64,15997.84,12,0,1333.15,16.59,Confiable,0,0.4838704658260149
64,8957.58,48069.09,12,4,4005.76,44.72,Riesgoso,1,0.5523273518579027
48,7819.11,7512.87,24,4,313.04,4.0,Riesgoso,1,0.46797543394037194
48,12110.87,64448.54,48,4,1342.68,11.09,Riesgoso,1,0.7859620187794472
59,10964.73,71514.91,60,1,1191.92,10.87,Confiable,0,0.7010418125359811
36,12041.94,96690.23,36,3,2685.84,22.3,Riesgoso,0,0.7808548330810489
36,7907.61,36649.0,12,2,3054.08,38.62,Riesgoso,0,0.47453260693193205
35,14447.74,41701.34,48,3,868.78,6.01,Riesgoso,1,0.9591062091612227
28,14318.74,66357.55,60,2,1105.96,7.72,Riesgoso,0,0.9495482959870842
32,10905.75,21015.2,12,1,1751.27,16.06,Confiable,0,0.6966718457219447
31,10726.04,77683.33,48,0,1618.4,15.09,Confiable,0,0.6833567094698174
33,14960.03,23281.08,36,4,646.7,4.32,Riesgoso,1,0.9970629792385826
62,9111.53,44093.48,48,1,918.61,10.08,Confiable,0,0.56373386916921
34,4918.35,22471.99,24,3,936.33,19.04,Riesgoso,1,0.2530513082115811
46,4896.82,78832.58,48,4,1642.35,33.54,Riesgoso,1,0.25145609991205237
37,7149.08,61160.87,48,1,1274.18,17.82,Confiable,0,0.4183313365444958
44,13292.24,57422.17,12,1,4785.18,36.0,Confiable,0,0.8734924985200053
63,11939.18,18562.15,60,3,309.37,2.59,Riesgoso,0,0.7732411031758204
31,4433.59,52695.37,48,1,1097.82,24.76,Confiable,0,0.21713430053487268
33,2977.84,33404.65,24,1,1391.86,46.74,Confiable,0,0.1092743617499724
40,5052.57,20673.62,24,1,861.4,17.05,Confiable,0,0.26299598345369635
60,7278.23,34580.34,36,0,960.56,13.2,Confiable,0,0.42790036357116235
48,12902.31,55502.49,12,2,4625.21,35.85,Riesgoso,1,0.8446016684115415
56,4567.05,40240.64,24,1,1676.69,36.71,Confiable,0,0.22702266559084575
31,7719.51,40304.53,48,3,839.68,10.88,Riesgoso,0,0.4605958358617348
57,4501.54,12634.19,48,1,263.21,5.85,Confiable,0,0.22216887573008748
64,12876.01,63798.5,24,0,2658.27,20.65,Confiable,0,0.8426530396016203
56,4313.65,74440.25,24,3,3101.68,71.9,Riesgoso,1,0.20824766405342945
40,5562.28,60238.44,24,3,2509.94,45.12,Riesgoso,1,0.3007615952675734
60,14454.24,6174.05,24,4,257.25,1.78,Riesgoso,1,0.959587809437439
34,2579.55,50372.81,60,1,839.55,32.55,Confiable,0,0.07976411959394429
39,9377.58,94489.49,48,4,1968.53,20.99,Riesgoso,1,0.5834461389364932
50,3913.38,69601.01,48,0,1450.02,37.05,Confiable,0,0.17859071904403087
60,7731.12,55981.4,36,2,1555.04,20.11,Riesgoso,0,0.46145604804740725
46,11970.77,76668.06,24,0,3194.5,26.69,Confiable,0,0.7755816805182315
37,7964.19,31806.05,36,0,883.5,11.09,Confiable,0,0.47872475210551935
48,14880.51,5662.12,48,1,117.96,0.79,Confiable,0,0.9911711555517028
37,13583.59,34620.6,36,0,961.68,7.08,Confiable,0,0.8950793047470228
28,10414.33,27593.65,48,0,574.87,5.52,Confiable,0,0.6602613829929901
23,11021.08,68355.29,48,4,1424.07,12.92,Riesgoso,1,0.7052169164690253
33,7266.96,73311.28,24,1,3054.64,42.03,Confiable,0,0.42706534278455355
63,9557.39,98095.16,12,1,8174.6,85.53,Confiable,0,0.5967686844236393
30,5400.64,68355.64,24,0,2848.15,52.74,Confiable,0,0.28878530778332734
55,9841.78,36624.7,48,1,763.01,7.75,Confiable,0,0.6178398078933545
40,14806.74,21782.27,48,4,453.8,3.06,Riesgoso,1,0.9857053628783988
40,3283.74,52329.91,60,3,872.17,26.56,Riesgoso,1,0.13193921167221245
57,10599.94,15557.13,24,1,648.21,6.12,Confiable,0,0.6740136641112215
36,14804.8,91605.92,12,2,7633.83,51.56,Riesgoso,0,0.9855616237190358
64,6945.12,67535.07,36,4,1875.97,27.01,Riesgoso,1,0.4032194608003307
22,1926.23,85848.01,60,3,1430.8,74.28,Riesgoso,1,0.0313581053696949
55,10701.59,50534.93,36,3,1403.75,13.12,Riesgoso,0,0.6815451515077423
51,1815.32,26167.81,12,2,2180.65,120.12,Riesgoso,1,0.023140522810441384
40,11198.08,85262.53,12,3,7105.21,63.45,Riesgoso,1,0.7183312624521456
31,6104.33,51954.22,48,1,1082.38,17.73,Confiable,0,0.3409233536865019
41,10423.83,42771.82,12,3,3564.32,34.19,Riesgoso,1,0.6609652603197678
25,3904.44,28410.16,12,0,2367.51,60.64,Confiable,0,0.177928333433358
42,1812.93,5818.61,24,2,242.44,13.37,Riesgoso,1,0.022963442093494178
29,6613.53,53438.27,48,4,1113.3,16.83,Riesgoso,1,0.37865117840178353
42,12340.44,9634.25,24,0,401.43,3.25,Confiable,0,0.8029713996119043
62,7799.1,31925.73,36,2,886.83,11.37,Riesgoso,0,0.4664928460131277
30,6157.4,9073.91,12,1,756.16,12.28,Confiable,0,0.3448554347109324
21,7164.95,76431.18,60,0,1273.85,17.78,Confiable,0,0.41950718214196536
30,11258.34,12339.04,24,2,514.13,4.57,Riesgoso,0,0.7227960674744215
31,12980.73,66056.3,36,2,1834.9,14.14,Riesgoso,0,0.8504119905132155
43,9328.22,38153.92,12,1,3179.49,34.08,Confiable,0,0.579788940531257
